cell_id,dataset,condition,realization,order,status,artifact_complete,missing_checkpoints,scientific_admission,endpoint_complete,invalid_reason,endpoint_complete_scope,primary_metrics_complete,full_validation_complete,sampled_drift_complete,unreceipted_checkpoints
92a5ef6855124ffc5a8d6163,zsre,v0_stable,0,104,complete_artifacts,True,[],True,True,unavailable,full_validation AND sampled_drift only,True,True,True,[]
baa601113af675024e73bc30,counterfact,v0_stable,0,100,complete_artifacts,True,[],True,True,unavailable,full_validation AND sampled_drift only,True,True,True,[]
b6b271f3383f85fb19e49836,counterfact,v0_stable,0,101,complete_artifacts,True,[],True,True,unavailable,full_validation AND sampled_drift only,True,True,True,[]
6c0124a2d35b8b4bf8d2a321,counterfact,v0_stable,0,102,complete_artifacts,True,[],True,True,unavailable,full_validation AND sampled_drift only,True,True,True,[]
37c2ba2be995719ac8972cf1,counterfact,v0_stable,0,103,complete_artifacts,True,[],True,True,unavailable,full_validation AND sampled_drift only,True,True,True,[]
d93ed5de9d4401cb3345c7bd,counterfact,v0_stable,0,104,complete_artifacts,True,[],True,True,unavailable,full_validation AND sampled_drift only,True,True,True,[]
c2f9d3102987f746f4f31b8d,mquake,v0_stable,0,100,complete_artifacts,True,[],True,True,unavailable,full_validation AND sampled_drift only,True,True,True,[]
a23ae9063b37c21cfe657d47,mquake,v0_stable,0,101,complete_artifacts,True,[],True,True,unavailable,full_validation AND sampled_drift only,True,True,True,[]
5a6f61e06de0bca53b4a7377,mquake,v0_stable,0,102,complete_artifacts,True,[],True,True,unavailable,full_validation AND sampled_drift only,True,True,True,[]
03426d6e61fb6b41145c5d8e,mquake,v0_stable,0,103,complete_artifacts,True,[],True,True,unavailable,full_validation AND sampled_drift only,True,True,True,[]
19f5d8535235334ffe1595e8,mquake,v0_stable,0,104,complete_artifacts,True,[],True,True,unavailable,full_validation AND sampled_drift only,True,True,True,[]
6b089d284c00a4418a1d3af4,zsre,R1_learned_ff,1,100,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
47dac9d968ffe594faac0a14,zsre,R1_learned_ff,1,101,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
4eda9e6155b2755508e13091,zsre,R1_learned_ff,1,102,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
ab774e229a65298fdc117c96,zsre,R1_learned_ff,1,103,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
b4e7dc307a1f895a8fec997a,zsre,R1_learned_ff,1,104,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
826332f387bd487a045d412f,counterfact,R1_learned_ff,1,100,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
14d45f0e87126104057518af,counterfact,R1_learned_ff,1,101,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
960d0adeb6cacfcfce93d546,counterfact,R1_learned_ff,1,102,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
6840a40e6e5c90bdc40b89b0,counterfact,R1_learned_ff,1,103,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
42ba32e4f07423bee03296b3,counterfact,R1_learned_ff,1,104,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
19964c4e7f737707baad94a5,mquake,R1_learned_ff,1,100,missing_cell,False,"[100,300]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
40ec11c9694b4265a013c682,mquake,R1_learned_ff,1,101,missing_cell,False,"[100,300]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
f0642100f6eb9cd77e92f439,mquake,R1_learned_ff,1,102,missing_cell,False,"[100,300]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
b7ff3139c3f3eeb3ff7e9c80,mquake,R1_learned_ff,1,103,missing_cell,False,"[100,300]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
1833a410c9e8704f6a379114,mquake,R1_learned_ff,1,104,missing_cell,False,"[100,300]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
82606602ae475e73eb4401f9,zsre,R1_nonlearned,1,100,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
