step,tokens_seen,micro_batch,T,tau,relax_step,energy,error_grad_norm
8150,41733120,0,32,3.2,22,0.00015067831554915756,0.0002804337127599865
8150,41733120,0,32,3.2,23,0.00015077952411957085,0.00027679846971295774
8150,41733120,0,32,3.2,24,0.00015064020408317447,0.00027401166153140366
8150,41733120,0,32,3.2,25,0.00015075196279212832,0.00027239808696322143
8150,41733120,0,32,3.2,26,0.00015079531294759363,0.0002714358561206609
8150,41733120,0,32,3.2,27,0.00015077956777531654,0.00027115107513964176
8150,41733120,0,32,3.2,28,0.00015085622726473957,0.00027124598273076117
8150,41733120,0,32,3.2,29,0.0001508139685029164,0.00027147337095811963
8150,41733120,0,32,3.2,30,0.00015076172712724656,0.00027183140628039837
8150,41733120,0,32,3.2,31,0.0001507682172814384,0.00027347836294211447
8150,41733120,0,32,3.2,32,0.0001508152054157108,0.0002742146316450089
8200,41989120,0,32,3.2,0,8.554134547011927e-05,0.0009717806242406368
8200,41989120,0,32,3.2,1,8.516716479789466e-05,0.0008889117743819952
8200,41989120,0,32,3.2,2,8.516476373188198e-05,0.0007977423956617713
8200,41989120,0,32,3.2,3,8.527692989446223e-05,0.0007154002087190747
8200,41989120,0,32,3.2,4,8.503516437485814e-05,0.0006401780410669744
8200,41989120,0,32,3.2,5,8.496335067320615e-05,0.0005745480302721262
8200,41989120,0,32,3.2,6,8.518859976902604e-05,0.00051604222971946
8200,41989120,0,32,3.2,7,8.50098003866151e-05,0.00046659985673613846
8200,41989120,0,32,3.2,8,8.498196257278323e-05,0.0004248958721291274
8200,41989120,0,32,3.2,9,8.502045966451988e-05,0.0003856568946503103
8200,41989120,0,32,3.2,10,8.480929682264104e-05,0.0003544385835994035
8200,41989120,0,32,3.2,11,8.494958456140012e-05,0.000327848392771557
8200,41989120,0,32,3.2,12,8.515281660947949e-05,0.0003060037561226636
8200,41989120,0,32,3.2,13,8.501426054863259e-05,0.00028758752159774303
8200,41989120,0,32,3.2,14,8.511244232067838e-05,0.00027227881946600974
8200,41989120,0,32,3.2,15,8.489187894156203e-05,0.00025977229233831167
8200,41989120,0,32,3.2,16,8.500077819917351e-05,0.0002502390998415649
8200,41989120,0,32,3.2,17,8.500525291310623e-05,0.0002427915605949238
8200,41989120,0,32,3.2,18,8.486794104101136e-05,0.00023711448011454195
8200,41989120,0,32,3.2,19,8.484114368911833e-05,0.0002332205040147528
8200,41989120,0,32,3.2,20,8.486794831696898e-05,0.00023018926731310785
8200,41989120,0,32,3.2,21,8.490584878018126e-05,0.00022875894501339644
8200,41989120,0,32,3.2,22,8.503318531438708e-05,0.00022780365543439984
8200,41989120,0,32,3.2,23,8.488147432217374e-05,0.0002276184968650341
8200,41989120,0,32,3.2,24,8.502465789206326e-05,0.00022750216885469854
8200,41989120,0,32,3.2,25,8.506573067279533e-05,0.00022847438231110573
8200,41989120,0,32,3.2,26,8.487173909088597e-05,0.00022895276197232306
8200,41989120,0,32,3.2,27,8.502024866174906e-05,0.00023016623163130134
8200,41989120,0,32,3.2,28,8.498156239511445e-05,0.00023132591741159558
8200,41989120,0,32,3.2,29,8.477827941533178e-05,0.0002329138806089759
8200,41989120,0,32,3.2,30,8.488513412885368e-05,0.0002342151856282726
8200,41989120,0,32,3.2,31,8.504505967721343e-05,0.00023530927137471735
8200,41989120,0,32,3.2,32,8.492270717397332e-05,0.00023702066391706467
8250,42245120,0,32,3.2,0,0.00016192298789974302,0.0016846988582983613
8250,42245120,0,32,3.2,1,0.00016150013834703714,0.001527426647953689
8250,42245120,0,32,3.2,2,0.0001613488857401535,0.001369849662296474
8250,42245120,0,32,3.2,3,0.00016111166041810066,0.0012292827013880014
8250,42245120,0,32,3.2,4,0.00016099467757157981,0.001101423637010157
8250,42245120,0,32,3.2,5,0.00016076237079687417,0.0009892793605104089
8250,42245120,0,32,3.2,6,0.0001607938902452588,0.0008886386640369892
8250,42245120,0,32,3.2,7,0.0001607586891623214,0.000799883040599525
8250,42245120,0,32,3.2,8,0.00016069751291070133,0.0007227488094940782
8250,42245120,0,32,3.2,9,0.00016070702986326069,0.0006513645057566464
8250,42245120,0,32,3.2,10,0.0001605306169949472,0.0005913080531172454
8250,42245120,0,32,3.2,11,0.00016062978829722852,0.0005387825658544898
8250,42245120,0,32,3.2,12,0.0001605226716492325,0.0004926985129714012
8250,42245120,0,32,3.2,13,0.00016041674825828522,0.00045208499068394303
8250,42245120,0,32,3.2,14,0.000160666459123604,0.00041773414704948664
8250,42245120,0,32,3.2,15,0.00016052002320066094,0.00038788700476288795
8250,42245120,0,32,3.2,16,0.00016049067198764533,0.0003626076504588127
8250,42245120,0,32,3.2,17,0.00016052296268753707,0.00034160257200710475
8250,42245120,0,32,3.2,18,0.00016042230708990246,0.00032430823193863034
8250,42245120,0,32,3.2,19,0.0001604500866960734,0.000310064060613513
8250,42245120,0,32,3.2,20,0.0001605992583790794,0.0002989846980199218
8250,42245120,0,32,3.2,21,0.00016050104750320315,0.00028969874256290495
8250,42245120,0,32,3.2,22,0.00016040798800531775,0.00028297159587964416
8250,42245120,0,32,3.2,23,0.0001604505378054455,0.0002781114599201828
8250,42245120,0,32,3.2,24,0.000160346768097952,0.0002742275537457317
8250,42245120,0,32,3.2,25,0.0001603488199179992,0.0002715508744586259
8250,42245120,0,32,3.2,26,0.00016038786270655692,0.00026907247956842184
8250,42245120,0,32,3.2,27,0.00016040779883041978,0.00026843094383366406
8250,42245120,0,32,3.2,28,0.0001604314020369202,0.00026805640663951635
8250,42245120,0,32,3.2,29,0.00016055363812483847,0.0002678536402527243
8250,42245120,0,32,3.2,30,0.00016044825315475464,0.00026830899878405035
8250,42245120,0,32,3.2,31,0.00016038029571063817,0.0002684410137590021
8250,42245120,0,32,3.2,32,0.00016057938046287745,0.0002698215248528868
8300,42501120,0,32,3.2,0,0.00047095498302951455,0.020729299634695053
8300,42501120,0,32,3.2,1,0.000431683351052925,0.01714996248483658
8300,42501120,0,32,3.2,2,0.0004048759292345494,0.01402580551803112
8300,42501120,0,32,3.2,3,0.00038695489638485014,0.011417689733207226
8300,42501120,0,32,3.2,4,0.00037518577300943434,0.009281436912715435
8300,42501120,0,32,3.2,5,0.0003674783220048994,0.007550434209406376
8300,42501120,0,32,3.2,6,0.00036232767160981894,0.006159702315926552
8300,42501120,0,32,3.2,7,0.0003588580584619194,0.005029922351241112
8300,42501120,0,32,3.2,8,0.00035671531804837286,0.004117823205888271
8300,42501120,0,32,3.2,9,0.00035519988159649074,0.003380481619387865
8300,42501120,0,32,3.2,10,0.00035392545396462083,0.002778886817395687
8300,42501120,0,32,3.2,11,0.0003532787086442113,0.0022894740104675293
8300,42501120,0,32,3.2,12,0.0003527927037794143,0.0018966320203617215
8300,42501120,0,32,3.2,13,0.0003524109488353133,0.0015721875242888927
8300,42501120,0,32,3.2,14,0.0003522748302202672,0.001309397746808827
8300,42501120,0,32,3.2,15,0.00035215975367464125,0.0010980063816532493
8300,42501120,0,32,3.2,16,0.0003518418234307319,0.0009235396282747388
8300,42501120,0,32,3.2,17,0.0003518387966323644,0.0007829117239452899
8300,42501120,0,32,3.2,18,0.0003517754084896296,0.0006692404276691377
8300,42501120,0,32,3.2,19,0.000351781549397856,0.0005789900314994156
8300,42501120,0,32,3.2,20,0.0003517813456710428,0.0005065141594968736
8300,42501120,0,32,3.2,21,0.000351809139829129,0.0004495194589253515
8300,42501120,0,32,3.2,22,0.00035184825537726283,0.00040690888999961317
8300,42501120,0,32,3.2,23,0.0003518497396726161,0.0003723883128259331
8300,42501120,0,32,3.2,24,0.00035152328200638294,0.00034490192774683237
8300,42501120,0,32,3.2,25,0.0003517119912430644,0.00032694119727239013
8300,42501120,0,32,3.2,26,0.00035171720082871616,0.00031196468626149
8300,42501120,0,32,3.2,27,0.0003519259626045823,0.00030273094307631254
8300,42501120,0,32,3.2,28,0.00035183964064344764,0.0002955964009743184
8300,42501120,0,32,3.2,29,0.00035170785849913955,0.0002901545667555183
8300,42501120,0,32,3.2,30,0.00035185040906071663,0.00028699205722659826
8300,42501120,0,32,3.2,31,0.0003517719160299748,0.00028479285538196564
8300,42501120,0,32,3.2,32,0.00035164496512152255,0.00028463162016123533
8350,42757120,0,32,3.2,0,0.0013185698771849275,0.006464434787631035
8350,42757120,0,32,3.2,1,0.0013147576246410608,0.005797369871288538
8350,42757120,0,32,3.2,2,0.0013114839093759656,0.005195209290832281
8350,42757120,0,32,3.2,3,0.001308935577981174,0.004659178201109171
8350,42757120,0,32,3.2,4,0.0013067983090877533,0.004176895134150982
8350,42757120,0,32,3.2,5,0.001305229845456779,0.003746859962120652
8350,42757120,0,32,3.2,6,0.0013039357727393508,0.0033606274519115686
8350,42757120,0,32,3.2,7,0.001302578253671527,0.003015446476638317
8350,42757120,0,32,3.2,8,0.001301813405007124,0.0027084185276180506
8350,42757120,0,32,3.2,9,0.0013014361029490829,0.0024287812411785126
8350,42757120,0,32,3.2,10,0.001300716889090836,0.0021818431559950113
8350,42757120,0,32,3.2,11,0.0013001376064494252,0.001960525754839182
8350,42757120,0,32,3.2,12,0.0012997443554922938,0.0017627868801355362
8350,42757120,0,32,3.2,13,0.0012995203724130988,0.00158497947268188
8350,42757120,0,32,3.2,14,0.0012994719436392188,0.0014277130831032991
8350,42757120,0,32,3.2,15,0.0012991601834073663,0.0012863799929618835
8350,42757120,0,32,3.2,16,0.0012990147806704044,0.001160446903668344
8350,42757120,0,32,3.2,17,0.001299071591347456,0.001049364567734301
8350,42757120,0,32,3.2,18,0.0012986392248421907,0.000949616136495024
8350,42757120,0,32,3.2,19,0.0012986126821488142,0.00086198904318735
8350,42757120,0,32,3.2,20,0.0012987637892365456,0.0007846636581234634
8350,42757120,0,32,3.2,21,0.0012986497022211552,0.0007166851428337395
8350,42757120,0,32,3.2,22,0.0012986172223463655,0.0006574303843080997
8350,42757120,0,32,3.2,23,0.0012986644869670272,0.0006053790566511452
8350,42757120,0,32,3.2,24,0.0012986036017537117,0.0005608845967799425
8350,42757120,0,32,3.2,25,0.0012985077919438481,0.0005221950123086572
8350,42757120,0,32,3.2,26,0.0012985278153792024,0.0004904161323793232
8350,42757120,0,32,3.2,27,0.0012985648354515433,0.0004618169041350484
8350,42757120,0,32,3.2,28,0.0012984180357307196,0.00043899589218199253
8350,42757120,0,32,3.2,29,0.001298306742683053,0.0004209377511870116
8350,42757120,0,32,3.2,30,0.0012984146596863866,0.0004050909774377942
8350,42757120,0,32,3.2,31,0.0012983909109607339,0.0003922042087651789
8350,42757120,0,32,3.2,32,0.0012983162887394428,0.00038232567021623254
8400,43013120,0,64,6.4,0,9.765263530425727e-05,0.002248926553875208
8400,43013120,0,64,6.4,1,9.725058771437034e-05,0.0020007980056107044
8400,43013120,0,64,6.4,2,9.658532508183271e-05,0.0017715028952807188
8400,43013120,0,64,6.4,3,9.64954451774247e-05,0.0015674656024202704
8400,43013120,0,64,6.4,4,9.61144978646189e-05,0.001386835239827633
8400,43013120,0,64,6.4,5,9.607928950572386e-05,0.001228957436978817
8400,43013120,0,64,6.4,6,9.600485645933077e-05,0.0010902287904173136
8400,43013120,0,64,6.4,7,9.574139403412119e-05,0.000969173910561949
8400,43013120,0,64,6.4,8,9.567100642016158e-05,0.0008635806734673679
8400,43013120,0,64,6.4,9,9.562810737406835e-05,0.0007687854813411832
8400,43013120,0,64,6.4,10,9.562975174048916e-05,0.0006872998201288283
8400,43013120,0,64,6.4,11,9.55104042077437e-05,0.0006175019079819322
8400,43013120,0,64,6.4,12,9.554274583933875e-05,0.0005542217404581606
8400,43013120,0,64,6.4,13,9.556442819302902e-05,0.0005016082432121038
8400,43013120,0,64,6.4,14,9.535143180983141e-05,0.00045559467980638146
8400,43013120,0,64,6.4,15,9.541749022901058e-05,0.00041642080759629607
8400,43013120,0,64,6.4,16,9.532837430015206e-05,0.00038250480429269373
8400,43013120,0,64,6.4,17,9.552345727570355e-05,0.00035474749165587127
8400,43013120,0,64,6.4,18,9.544306522002444e-05,0.0003312529588583857
8400,43013120,0,64,6.4,19,9.543223131913692e-05,0.000312195741571486
8400,43013120,0,64,6.4,20,9.529548697173595e-05,0.00029620237182825804
8400,43013120,0,64,6.4,21,9.542362386127934e-05,0.0002839272783603519
8400,43013120,0,64,6.4,22,9.537951700622216e-05,0.0002739954215940088
8400,43013120,0,64,6.4,23,9.542090265313163e-05,0.0002660565369296819
8400,43013120,0,64,6.4,24,9.551036782795563e-05,0.00026085777790285647
8400,43013120,0,64,6.4,25,9.538190352031961e-05,0.00025677107623778284
8400,43013120,0,64,6.4,26,9.542002953821793e-05,0.00025330635253340006
8400,43013120,0,64,6.4,27,9.53799972194247e-05,0.00025196681963279843
8400,43013120,0,64,6.4,28,9.531911200610921e-05,0.0002506515011191368
8400,43013120,0,64,6.4,29,9.537308505969122e-05,0.00025008624652400613
8400,43013120,0,64,6.4,30,9.53900016611442e-05,0.0002503898285795003
8400,43013120,0,64,6.4,31,9.53055641730316e-05,0.0002504616277292371
8400,43013120,0,64,6.4,32,9.533698175800964e-05,0.00025057006860151887
8400,43013120,0,64,6.4,33,9.532023250358179e-05,0.00025159562937915325
8400,43013120,0,64,6.4,34,9.52596528804861e-05,0.00025211056345142424
8400,43013120,0,64,6.4,35,9.532883996143937e-05,0.00025373310199938715
8400,43013120,0,64,6.4,36,9.543057240080088e-05,0.0002541676803957671
8400,43013120,0,64,6.4,37,9.528095688438043e-05,0.000255265214946121
8400,43013120,0,64,6.4,38,9.550108370603994e-05,0.000256889674346894
8400,43013120,0,64,6.4,39,9.535343997413293e-05,0.0002575060643721372
8400,43013120,0,64,6.4,40,9.541741746943444e-05,0.0002585521142464131
8400,43013120,0,64,6.4,41,9.541779581923038e-05,0.00025959310005418956
8400,43013120,0,64,6.4,42,9.540376049699262e-05,0.0002608402573969215
8400,43013120,0,64,6.4,43,9.551085531711578e-05,0.00026170938508585095
8400,43013120,0,64,6.4,44,9.543418127577752e-05,0.0002632947580423206
8400,43013120,0,64,6.4,45,9.536915604257956e-05,0.00026386676472611725
8400,43013120,0,64,6.4,46,9.531163232168183e-05,0.0002652329858392477
8400,43013120,0,64,6.4,47,9.526697976980358e-05,0.0002659023448359221
8400,43013120,0,64,6.4,48,9.537935693515465e-05,0.00026650362997315824
8400,43013120,0,64,6.4,49,9.521753236185759e-05,0.00026761804474517703
8400,43013120,0,64,6.4,50,9.531907562632114e-05,0.0002683083002921194
8400,43013120,0,64,6.4,51,9.536462312098593e-05,0.00026976014487445354
8400,43013120,0,64,6.4,52,9.52130721998401e-05,0.0002702625351957977
8400,43013120,0,64,6.4,53,9.539899474475533e-05,0.0002708701940719038
8400,43013120,0,64,6.4,54,9.557622252032161e-05,0.0002717933675739914
8400,43013120,0,64,6.4,55,9.534191485727206e-05,0.000272244680672884
8400,43013120,0,64,6.4,56,9.534176206216216e-05,0.0002732384600676596
8400,43013120,0,64,6.4,57,9.535171557217836e-05,0.00027395851793698967
8400,43013120,0,64,6.4,58,9.561533806845546e-05,0.00027439091354608536
8400,43013120,0,64,6.4,59,9.56051007960923e-05,0.00027512243832461536
8400,43013120,0,64,6.4,60,9.550213871989399e-05,0.0002756668836809695
8400,43013120,0,64,6.4,61,9.550272079650313e-05,0.000276475737337023
8400,43013120,0,64,6.4,62,9.543508349452168e-05,0.00027744771796278656
8400,43013120,0,64,6.4,63,9.548322850605473e-05,0.00027777565992437303
8400,43013120,0,64,6.4,64,9.522971231490374e-05,0.00027848020545206964
8450,43269120,0,64,6.4,0,0.004876867868006229,0.00785567332059145
8450,43269120,0,64,6.4,1,0.004870923701673746,0.007054636254906654
8450,43269120,0,64,6.4,2,0.004866402596235275,0.006317102815955877
8450,43269120,0,64,6.4,3,0.004862598143517971,0.0056613739579916
8450,43269120,0,64,6.4,4,0.0048597389832139015,0.005071033723652363
8450,43269120,0,64,6.4,5,0.0048570712096989155,0.004545786418020725
8450,43269120,0,64,6.4,6,0.0048551713116467,0.004074746742844582
8450,43269120,0,64,6.4,7,0.004853527992963791,0.003653372637927532
8450,43269120,0,64,6.4,8,0.004852356389164925,0.0032799437176436186
8450,43269120,0,64,6.4,9,0.004851158708333969,0.002940091770142317
8450,43269120,0,64,6.4,10,0.00485050305724144,0.002639676909893751
8450,43269120,0,64,6.4,11,0.004849669057875872,0.0023720720782876015
8450,43269120,0,64,6.4,12,0.004849232267588377,0.0021318462677299976
8450,43269120,0,64,6.4,13,0.004848857875913382,0.0019168509170413017
8450,43269120,0,64,6.4,14,0.004848429933190346,0.0017271178076043725
8450,43269120,0,64,6.4,15,0.004848359152674675,0.0015566319925710559
8450,43269120,0,64,6.4,16,0.004848072770982981,0.0014046450378373265
8450,43269120,0,64,6.4,17,0.00484792236238718,0.0012705851113423705
8450,43269120,0,64,6.4,18,0.004847896751016378,0.0011516683734953403
8450,43269120,0,64,6.4,19,0.004847587086260319,0.0010474646696820855
8450,43269120,0,64,6.4,20,0.004847545642405748,0.0009550729300826788
8450,43269120,0,64,6.4,21,0.00484746228903532,0.0008740924531593919
8450,43269120,0,64,6.4,22,0.004847451113164425,0.0008041561814025044
8450,43269120,0,64,6.4,23,0.004847467411309481,0.0007432118873111904
8450,43269120,0,64,6.4,24,0.004847193602472544,0.000691417430061847
8450,43269120,0,64,6.4,25,0.00484708184376359,0.0006472916575148702
8450,43269120,0,64,6.4,26,0.004847324453294277,0.0006095570861361921
8450,43269120,0,64,6.4,27,0.004847269970923662,0.000576827849727124
8450,43269120,0,64,6.4,28,0.004847249947488308,0.0005510482587851584
8450,43269120,0,64,6.4,29,0.0048471675254404545,0.0005294257425703108
8450,43269120,0,64,6.4,30,0.004847217351198196,0.0005118335830047727
8450,43269120,0,64,6.4,31,0.004847154952585697,0.0004974721814505756
8450,43269120,0,64,6.4,32,0.0048471433110535145,0.000486391712911427
8450,43269120,0,64,6.4,33,0.004847052041441202,0.0004773646651301533
8450,43269120,0,64,6.4,34,0.004847124218940735,0.00047078373609110713
8450,43269120,0,64,6.4,35,0.004847145639359951,0.00046589248813688755
8450,43269120,0,64,6.4,36,0.004847224336117506,0.0004618423990905285
8450,43269120,0,64,6.4,37,0.004847102798521519,0.0004590775934047997
8450,43269120,0,64,6.4,38,0.0048471433110535145,0.0004571035096887499
8450,43269120,0,64,6.4,39,0.004847322124987841,0.00045679445611312985
8450,43269120,0,64,6.4,40,0.0048473309725522995,0.0004558834480121732
8450,43269120,0,64,6.4,41,0.0048470827750861645,0.0004555041086860001
8450,43269120,0,64,6.4,42,0.004847170319408178,0.000455736939329654
8450,43269120,0,64,6.4,43,0.004847128409892321,0.00045619081356562674
8450,43269120,0,64,6.4,44,0.004847347270697355,0.0004568159638438374
8450,43269120,0,64,6.4,45,0.004847219213843346,0.0004572859324980527
8450,43269120,0,64,6.4,46,0.004847197327762842,0.00045890253386460245
8450,43269120,0,64,6.4,47,0.004847165197134018,0.00045955716632306576
8450,43269120,0,64,6.4,48,0.004847048316150904,0.000460994167951867
8450,43269120,0,64,6.4,49,0.004846984054893255,0.00046097562881186604
8450,43269120,0,64,6.4,50,0.004847065545618534,0.000461772084236145
8450,43269120,0,64,6.4,51,0.004847140051424503,0.00046329066390171647
8450,43269120,0,64,6.4,52,0.004847185220569372,0.00046371849020943046
8450,43269120,0,64,6.4,53,0.004847124684602022,0.00046514510177075863
8450,43269120,0,64,6.4,54,0.004847156815230846,0.00046583719085901976
8450,43269120,0,64,6.4,55,0.004847134463489056,0.0004678199184127152
8450,43269120,0,64,6.4,56,0.004847112577408552,0.00046802384895272553
8450,43269120,0,64,6.4,57,0.004847249947488308,0.0004687132895924151
8450,43269120,0,64,6.4,58,0.004847194533795118,0.0004693121591117233
8450,43269120,0,64,6.4,59,0.004847320262342691,0.00047056766925379634
8450,43269120,0,64,6.4,60,0.004847110249102116,0.0004711258225142956
8450,43269120,0,64,6.4,61,0.004847247153520584,0.00047167434240691364
8450,43269120,0,64,6.4,62,0.00484719593077898,0.0004730146029032767
8450,43269120,0,64,6.4,63,0.0048471116460859776,0.0004735705442726612
8450,43269120,0,64,6.4,64,0.004847182892262936,0.00047472617006860673
8500,43525120,0,64,6.4,0,0.0005714210565201938,0.003289403859525919
8500,43525120,0,64,6.4,1,0.0005704539362341166,0.0029242378659546375
8500,43525120,0,64,6.4,2,0.0005693822749890387,0.0025878644082695246
8500,43525120,0,64,6.4,3,0.000568992574699223,0.0022913336288183928
8500,43525120,0,64,6.4,4,0.0005684887291863561,0.0020285025238990784
8500,43525120,0,64,6.4,5,0.0005679256282746792,0.0017962644342333078
8500,43525120,0,64,6.4,6,0.0005677855224348605,0.0015913242241367698
8500,43525120,0,64,6.4,7,0.0005675197462551296,0.001409707823768258
8500,43525120,0,64,6.4,8,0.0005672449478879571,0.0012545498320832849
8500,43525120,0,64,6.4,9,0.0005671724793501198,0.0011133179068565369
8500,43525120,0,64,6.4,10,0.0005669057136401534,0.00099224376026541
8500,43525120,0,64,6.4,11,0.0005669727688655257,0.0008867864380590618
8500,43525120,0,64,6.4,12,0.0005669755628332496,0.0007949356222525239
8500,43525120,0,64,6.4,13,0.0005668170633725822,0.0007143206312321126
8500,43525120,0,64,6.4,14,0.0005668909871019423,0.0006449718493968248
8500,43525120,0,64,6.4,15,0.0005668362136930227,0.0005841117817908525
8500,43525120,0,64,6.4,16,0.0005668489611707628,0.0005328730912879109
8500,43525120,0,64,6.4,17,0.0005664227064698935,0.000488526769913733
8500,43525120,0,64,6.4,18,0.0005667872610501945,0.0004517585621215403
8500,43525120,0,64,6.4,19,0.0005666753859259188,0.00042216526344418526
8500,43525120,0,64,6.4,20,0.000566680624615401,0.0003954323474317789
8500,43525120,0,64,6.4,21,0.0005666385404765606,0.000374973111320287
8500,43525120,0,64,6.4,22,0.0005666677607223392,0.00035908687277697027
8500,43525120,0,64,6.4,23,0.0005665698554366827,0.0003451379598118365
8500,43525120,0,64,6.4,24,0.0005666723591275513,0.0003357558452989906
8500,43525120,0,64,6.4,25,0.0005667725927196443,0.0003277645737398416
8500,43525120,0,64,6.4,26,0.0005668448866344988,0.0003217553603462875
8500,43525120,0,64,6.4,27,0.0005665729404427111,0.0003178110346198082
8500,43525120,0,64,6.4,28,0.0005666348151862621,0.00031480478355661035
8500,43525120,0,64,6.4,29,0.0005666112992912531,0.00031277225934900343
8500,43525120,0,64,6.4,30,0.0005666322540491819,0.0003116817388217896
8500,43525120,0,64,6.4,31,0.0005666710203513503,0.0003110250981990248
8500,43525120,0,64,6.4,32,0.0005666864453814924,0.0003113471029791981
8500,43525120,0,64,6.4,33,0.0005664170021191239,0.00031095012673176825
8500,43525120,0,64,6.4,34,0.0005665101925842464,0.0003121105255559087
8500,43525120,0,64,6.4,35,0.0005667945952154696,0.0003123497299384326
8500,43525120,0,64,6.4,36,0.0005666410434059799,0.00031385940383188426
8500,43525120,0,64,6.4,37,0.0005667370278388262,0.00031449698144569993
8500,43525120,0,64,6.4,38,0.0005665600765496492,0.00031592309824191034
8500,43525120,0,64,6.4,39,0.0005666390061378479,0.0003169785486534238
8500,43525120,0,64,6.4,40,0.0005667483201250434,0.00031803559977561235
8500,43525120,0,64,6.4,41,0.0005667863297276199,0.00031965793459676206
8500,43525120,0,64,6.4,42,0.0005666182260029018,0.00032036559423431754
8500,43525120,0,64,6.4,43,0.0005666136275976896,0.0003217538760509342
8500,43525120,0,64,6.4,44,0.0005665841163136065,0.00032277536229230464
8500,43525120,0,64,6.4,45,0.0005667236400768161,0.000324101623846218
8500,43525120,0,64,6.4,46,0.0005666234064847231,0.0003254437178838998
8500,43525120,0,64,6.4,47,0.0005666898796334863,0.00032661238219588995
8500,43525120,0,64,6.4,48,0.0005666918586939573,0.00032755223219282925
8500,43525120,0,64,6.4,49,0.0005666600773110986,0.000328472931869328
8500,43525120,0,64,6.4,50,0.0005666030338034034,0.0003293973277322948
8500,43525120,0,64,6.4,51,0.0005666063516400754,0.0003302833647467196
8500,43525120,0,64,6.4,52,0.000566590519156307,0.0003306235303170979
8500,43525120,0,64,6.4,53,0.0005668294616043568,0.0003322190896142274
8500,43525120,0,64,6.4,54,0.0005667111836373806,0.0003331770421937108
8500,43525120,0,64,6.4,55,0.0005666201468557119,0.00033360853558406234
8500,43525120,0,64,6.4,56,0.0005666663055308163,0.00033475738018751144
8500,43525120,0,64,6.4,57,0.00056667864555493,0.0003360216214787215
8500,43525120,0,64,6.4,58,0.0005666831857524812,0.0003360515693202615
8500,43525120,0,64,6.4,59,0.0005667158984579146,0.000336443044943735
8500,43525120,0,64,6.4,60,0.000566526607144624,0.00033782594255171716
8500,43525120,0,64,6.4,61,0.0005667508230544627,0.00033824684214778244
8500,43525120,0,64,6.4,62,0.000566789589356631,0.0003385964664630592
8500,43525120,0,64,6.4,63,0.0005668231751769781,0.0003401857102289796
8500,43525120,0,64,6.4,64,0.0005666587385348976,0.0003406023606657982
8550,43781120,0,64,6.4,0,0.0003130077675450593,0.0036687860265374184
8550,43781120,0,64,6.4,1,0.0003115501895081252,0.003169499570503831
8550,43781120,0,64,6.4,2,0.00031076945015229285,0.002738452749326825
8550,43781120,0,64,6.4,3,0.00031013708212412894,0.0023801163770258427
8550,43781120,0,64,6.4,4,0.0003094622807111591,0.002072230912744999
8550,43781120,0,64,6.4,5,0.00030907418113201857,0.0018122050678357482
8550,43781120,0,64,6.4,6,0.0003088781959377229,0.0015903892926871777
8550,43781120,0,64,6.4,7,0.00030864629661664367,0.0013993774773553014
8550,43781120,0,64,6.4,8,0.00030849582981318235,0.0012366132577881217
8550,43781120,0,64,6.4,9,0.00030820161919109523,0.0010916173923760653
8550,43781120,0,64,6.4,10,0.00030838450766168535,0.0009697439381852746
8550,43781120,0,64,6.4,11,0.0003081588656641543,0.0008657507132738829
8550,43781120,0,64,6.4,12,0.000307907466776669,0.00077341083670035
8550,43781120,0,64,6.4,13,0.00030792178586125374,0.000693545734975487
8550,43781120,0,64,6.4,14,0.00030775772756896913,0.0006258377688936889
8550,43781120,0,64,6.4,15,0.00030780446832068264,0.000565792724955827
8550,43781120,0,64,6.4,16,0.000307688198518008,0.0005160861765034497
8550,43781120,0,64,6.4,17,0.00030799428350292146,0.0004731013614218682
8550,43781120,0,64,6.4,18,0.00030772920581512153,0.0004368106892798096
8550,43781120,0,64,6.4,19,0.0003078393347095698,0.0004066519904881716
8550,43781120,0,64,6.4,20,0.00030767612042836845,0.0003814944648183882
8550,43781120,0,64,6.4,21,0.00030774527112953365,0.00036037754034623504
8550,43781120,0,64,6.4,22,0.0003078128502238542,0.0003442821616772562
8550,43781120,0,64,6.4,23,0.0003077881701756269,0.0003312008047942072
8550,43781120,0,64,6.4,24,0.000307842914480716,0.0003206650144420564
8550,43781120,0,64,6.4,25,0.0003076313005294651,0.00031309816404245794
8550,43781120,0,64,6.4,26,0.0003077367728110403,0.00030653542489744723
8550,43781120,0,64,6.4,27,0.0003076532739214599,0.00030187744414433837
8550,43781120,0,64,6.4,28,0.0003077311848755926,0.00029891938902437687
8550,43781120,0,64,6.4,29,0.000307702663121745,0.0002965194289572537
8550,43781120,0,64,6.4,30,0.0003076900902669877,0.00029547003214247525
8550,43781120,0,64,6.4,31,0.0003077241126447916,0.00029492605244740844
8550,43781120,0,64,6.4,32,0.00030777521897107363,0.0002947390603367239
8550,43781120,0,64,6.4,33,0.00030775804771110415,0.00029458574135787785
8550,43781120,0,64,6.4,34,0.000307713751681149,0.00029530757456086576
8550,43781120,0,64,6.4,35,0.00030790106393396854,0.00029572987114079297
8550,43781120,0,64,6.4,36,0.0003077617147937417,0.0002964474551845342
8550,43781120,0,64,6.4,37,0.00030768263968639076,0.00029756579897366464
8550,43781120,0,64,6.4,38,0.0003077261499129236,0.00029866682598367333
8550,43781120,0,64,6.4,39,0.00030781570239923894,0.0002999024000018835
