status,value,passes,operator,threshold,role,reason,dataset,condition,metric,planned_cells,available_cells,failed_cells,realization_estimates,interval95,uncertainty,equivalence
unavailable,unavailable,unavailable,ge,-0.01,secondary_descriptive,complete independent three-realization/five-order populations required,counterfact,S1_literal,ls_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,counterfact,S1_literal,state_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,counterfact,S1_literal,peak_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,counterfact,S1_literal,wall_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.15,secondary_descriptive,complete independent three-realization/five-order populations required,counterfact,R1_learned_ff_v2,unseen_1000,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,abs_le,0.05,secondary_descriptive,complete independent three-realization/five-order populations required,counterfact,R1_learned_ff_v2,outside_change_1000_100,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,0.95,secondary_descriptive,complete independent three-realization/five-order populations required,counterfact,R1_learned_ff_v2,revision_latest,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.02,secondary_descriptive,complete independent three-realization/five-order populations required,counterfact,R1_learned_ff_v2,old_alias_reappearance,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,0.95,secondary_descriptive,complete independent three-realization/five-order populations required,counterfact,R1_learned_ff_v2,revision_semantic,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.05,secondary_descriptive,complete independent three-realization/five-order populations required,counterfact,R1_learned_ff_v2,retention_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.02,secondary_descriptive,complete independent three-realization/five-order populations required,counterfact,R1_learned_ff_v2,es_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.01,secondary_descriptive,complete independent three-realization/five-order populations required,counterfact,R1_learned_ff_v2,ls_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,counterfact,R1_learned_ff_v2,state_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,counterfact,R1_learned_ff_v2,peak_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,counterfact,R1_learned_ff_v2,wall_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.15,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_learned_ff,unseen_1000,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,abs_le,0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_learned_ff,outside_change_1000_100,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
complete,1,True,ge,0.95,secondary_descriptive,unavailable,mquake,R1_learned_ff,revision_latest,15,15,[],"[1.0,1.0,1.0]","{""confidence"":0.95,""lower"":1.0,""upper"":1.0}","nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
complete,0,True,le,0.02,secondary_descriptive,unavailable,mquake,R1_learned_ff,old_alias_reappearance,15,15,[],"[0.0,0.0,0.0]","{""confidence"":0.95,""lower"":0.0,""upper"":0.0}","nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
complete,1,True,ge,0.95,secondary_descriptive,unavailable,mquake,R1_learned_ff,revision_semantic,15,15,[],"[1.0,1.0,1.0]","{""confidence"":0.95,""lower"":1.0,""upper"":1.0}","nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_learned_ff,retention_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.02,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_learned_ff,es_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.01,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_learned_ff,ls_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_learned_ff,state_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_learned_ff,peak_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_learned_ff,wall_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.15,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_nonlearned,unseen_1000,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,abs_le,0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_nonlearned,outside_change_1000_100,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
complete,1,True,ge,0.95,secondary_descriptive,unavailable,mquake,R1_nonlearned,revision_latest,15,15,[],"[1.0,1.0,1.0]","{""confidence"":0.95,""lower"":1.0,""upper"":1.0}","nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
complete,0,True,le,0.02,secondary_descriptive,unavailable,mquake,R1_nonlearned,old_alias_reappearance,15,15,[],"[0.0,0.0,0.0]","{""confidence"":0.95,""lower"":0.0,""upper"":0.0}","nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
complete,1,True,ge,0.95,secondary_descriptive,unavailable,mquake,R1_nonlearned,revision_semantic,15,15,[],"[1.0,1.0,1.0]","{""confidence"":0.95,""lower"":1.0,""upper"":1.0}","nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_nonlearned,retention_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.02,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_nonlearned,es_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.01,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_nonlearned,ls_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_nonlearned,state_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_nonlearned,peak_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_nonlearned,wall_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.15,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_stable,unseen_1000,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,abs_le,0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_stable,outside_change_1000_100,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
complete,0.013333333,False,ge,0.95,secondary_descriptive,unavailable,mquake,v0_stable,revision_latest,15,15,"[""c2f9d3102987f746f4f31b8d"",""a23ae9063b37c21cfe657d47"",""5a6f61e06de0bca53b4a7377"",""03426d6e61fb6b41145c5d8e"",""19f5d8535235334ffe1595e8"",""9179614db32d3fd8b437475b"",""e146662ae0ab343921979246"",""c770960b77b2d9f6304f1a34"",""d49ef9c7980da822326bc6ac"",""eef5c3dc3fc8291d75199816"",""cf6bd4a623aa24871f74d136"",""519b30353f979e8028ed03e1"",""89182e81a187807d2772cade"",""9ad3399cfc13f1297d17423d"",""046aa51d028b84dde8981351""]","[0.02,0.02,0.0]","{""confidence"":0.95,""lower"":0.0,""upper"":0.02}","nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.02,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_stable,old_alias_reappearance,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,0.95,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_stable,revision_semantic,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_stable,retention_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.02,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_stable,es_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.01,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_stable,ls_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_stable,state_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_stable,peak_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_stable,wall_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.15,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,matched_update,unseen_1000,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,abs_le,0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,matched_update,outside_change_1000_100,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,0.95,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,matched_update,revision_latest,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.02,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,matched_update,old_alias_reappearance,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,0.95,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,matched_update,revision_semantic,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,matched_update,retention_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.02,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,matched_update,es_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.01,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,matched_update,ls_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,matched_update,state_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,matched_update,peak_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,matched_update,wall_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.15,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C1,unseen_1000,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,abs_le,0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C1,outside_change_1000_100,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,0.95,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C1,revision_latest,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.02,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C1,old_alias_reappearance,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,0.95,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C1,revision_semantic,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C1,retention_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.02,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C1,es_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.01,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C1,ls_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C1,state_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C1,peak_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C1,wall_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.15,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C2,unseen_1000,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,abs_le,0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C2,outside_change_1000_100,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,0.95,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C2,revision_latest,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.02,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C2,old_alias_reappearance,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,0.95,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C2,revision_semantic,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C2,retention_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.02,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C2,es_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.01,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C2,ls_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C2,state_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C2,peak_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,v0_live_C2,wall_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.15,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_LM,unseen_1000,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,abs_le,0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_LM,outside_change_1000_100,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,0.95,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_LM,revision_latest,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.02,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_LM,old_alias_reappearance,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,0.95,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_LM,revision_semantic,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_LM,retention_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.02,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_LM,es_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.01,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_LM,ls_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_LM,state_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_LM,peak_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_LM,wall_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.15,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_literal,unseen_1000,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,abs_le,0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_literal,outside_change_1000_100,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,0.95,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_literal,revision_latest,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.02,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_literal,old_alias_reappearance,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,0.95,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_literal,revision_semantic,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_literal,retention_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.02,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_literal,es_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,-0.01,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_literal,ls_change,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_literal,state_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_literal,peak_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,1,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,S1_literal,wall_budget_ratio,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.15,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_learned_ff_v2,unseen_1000,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,abs_le,0.05,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_learned_ff_v2,outside_change_1000_100,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,ge,0.95,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_learned_ff_v2,revision_latest,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
unavailable,unavailable,unavailable,le,0.02,secondary_descriptive,complete independent three-realization/five-order populations required,mquake,R1_learned_ff_v2,old_alias_reappearance,15,0,[],unavailable,unavailable,"nominal three-realization cluster percentile interval, seed0/10000 draws/float64/linear; five orders retained",unavailable
